sentence,label
"If Reno is to the left of liberal on the political spectrum , her tough , funny , rather chaotic show is n't subversive so much as it is nit-picky about the hy",p
"Beautiful , angry and sad , with a curious sick poetry , as if the Marquis de Sade had gone in fo",r
Ms. Hutchins is talented enough and char,i
Monte Cristo smartly emphasizes the well-wrought story and omits needless chase scenes and s,w
A mesmerizing cinematic poem ,f
-LRB- It 's -RRB- a clever thrille,r
"An undeniably moving film to experience , and ultimately that", 
Nicole Kidman evolved from star to superstar some time over the past y,e
Vividly conveys the shadow side of t,h
The story has some nice twists but the ending, 
The performances are all, 
Manages to please its intended audience, 
"When you think you 've figured out Bielinsky 's great game , that 's when you 're in the most trouble : He 's the con , a",n
"A strong first act and absolutely , inescapably gorgeous , skyscraper-trapeze motion of the amazing Spider-",m
"Driven by a fantastic dual performance from Ian Holm ... the film is funny , insightfully human and a del",i
A well-put-together p,i
It 's the sweet Cinderella story that `` Pretty Woman '' wanted to ,b
It will make you think twice about what might be going on inside each trailer park you drive pas,t
What does n't this film have that an impressionable ki,d
"What saves it ... and makes it one of the better video-game-based flicks , is that the film acknowledges upfront that", 
A deeply felt and vi,v
It 's a visual delight and a decent popcorn adventur,e
It 's a feel-good movie about which you can actually ,f
"A full experience , a love story and a murder mystery that expands into a meditation on the deep deceptions", 
"The Powerpuff Girls arrive on the big screen with their super-powers , their super-simple animation and their s",u
"-LRB- Raimi 's -RRB- matured quite a bit with Spider-Man , even though it 's one of the most plain white toast comic book films ",y
"A new film from Bill Plympton , th",e
A devastating indictment of unbridled greed a,n
"What makes the film special is the refreshingly unhibited enthusiasm that the people , in ",s
"The film has a kind of hard , cold", 
The gags are often a stit,c
The asylum material is g,r
"A bonanza of wacky sight gags , outlandish color schemes , and corny visual puns that can be appreciated equally as an abstract Frank Tashlin comedy and as a playful recapitulation of th",e
One ca n't deny its seriousness and qualit,y
"Good performances and a realistic , non-expl",o
"This engrossing , characteristically complex Tom Clancy thriller is", 
"Ryan Gosling is , in a word , brillia",n
... somehow ,m
Much of The Lady and the Duke is abou,t
Takes a simple ,p
"With few respites , Marshall keeps the energy humming , and his edits , unlike t",h
Its metaphors are, 
Provides a s,a
"Inventive , fun , intoxicatingly sexy , violent , self-indulgent a",n
"Comedian , like its subjects", 
"A naturally funny film , Home Movie makes you crave C",h
Pipe Dream does have its c,h
"The leads are natural and lovely , the pace is serene , the humor wry and sprightly ",.
Those who want to be jolted out of their gourd should drop everything and run t,o
... enthusiastically invokes the, 
"Sheds light on a subject few are familiar with , and makes you care about", 
"Despite the film 's bizarre developments , Hoff",m
To get at the root, 
Grea,t
Viveka Seldahl and Sve,n
The magic -LRB- and original, 
"From the dull , surreal ache of m",o
Captures the raw comic energy of one of our most f,l
It 's not par,t
The auteur 's ear for the w,a
Bolstered by exceptional performances and a clear-eyed take on the economics ,o
"This enthralling documentary ... is at once playful and haunting , an in-depth portrait of an iconoclastic artist who was fundamentally unknowab",l
Some remarkable achival film about how Shanghai -LRB- of all places -RRB- ser,v
In a movie full of surprises, 
"The urban landscapes are detailed down to the signs on the kiosks , and the color palette , with lots of somber blues and pinks", 
A manically ge,n
Tony Ga,y
A psychic journey deep into the very fabri,c
"It 's a smartly directed , grown-up film o",f
While, 
"Unlike lots of Hollywood fluff , this has layered , well-developed characters a",n
For a fi,l
"For a film that 's being advertised as a comedy , Sweet Home Alabama is n't as funny a",s
Vera has created a provocati,v
A, 
Depending upon yo,u
While Bollywood\/Hollywood will undoubtedly provide, 
"There are times when you wish that the movie had worked a little harder to conceal its contrivances ,", 
"Fontaine masterfully creates a portrait of two strong men in conflict , ",i
"As Janice , Eileen Walsh , an engaging , wide-eyed actress whose teeth are a little too big for her mouth , infuses the movie with much of its slender , glinting charm ",.
"Sure , it 's contrived and predictable , but its performances are so well tuned that t",h
Dong shows how intolerance has the power to deform fami,l
"The Chateau belongs to Rudd , whose portrait of a therapy-dependent flakeball spouting French malapropisms ... is a non",s
"The cast , collectively a successful example of the lovable-loser protagonist , sh",o
It trusts the story it sets out t,o
I ,c
As a good old-fashioned adventu,r
An effective portrait of a life in stasis -- of the power of ,i
Succeeds as, 
... an interesting slice of ,h
Me no lika da a,c
Scott Baio is turning in some deli,g
It 's an expe,r
What 's surprising is how well it holds up in an era in which comp,u
Brings together some of t,h
"Wonder , ",h
A flick about our infantilized culture that is n't entirely i,n
"An exceptionally acted , quietly affecting cop dr",a
"Sensual , funny and , in the end , very touc",h
Angel presents ,e
"Who needs mind-bending drugs when they can see this ,", 
-LRB- A -RRB- smarter and much funnier version of the old Police Acad,e
Proof once again that if the filmmakers just follow the books, 
Better ef,f
An excellent, 
Both a gr,a
Just how these families interact ma,y
Proves that some movie formulas do n't need messing with -- lik,e
A surprisingl,y
Thi,s
"Like all of Egoyan 's work , Ararat is fierc",e
If a big musical number like ` Prais,e
... fuses the events of her life with the imagery in her paintings so vividly that the artist 's work m,a
"-LRB- Clooney 's -RRB- debut can be accused of being a bit undisciplined , but it has a tremendous , offbeat sense of style and humor that suggests he was influenced by some of the filmmakers who have directed him , especially ",t
Althou,g
A piquant meditatio,n
"A timely look back at civil disobedience , anti-",w
Ri,f
I 'd be lying if I said my ribcage did n't ache by the end of Kung P,o
More than ,t
The movie is ingenious f,u
See it, 
The combination of li,g
The script is sm,a
"An intelligent , multi-layered and profoundly humanist -LRB- not to mention gently political -RRB- medita",t
Mr. Polanski is in his, 
"Spectacular in every sense of the word , even ",i
"This is n't exactly profound cinema , but it 's good-n",a
"This is a finely written , superbly acted of",f
Tres Greek writer and star Nia Vardalos has crafted here a worldly-wise and very funn,y
A tasty appetizer that leaves you wanting ,m
It gives devastating testimony to both people 's capacity for evil and their heroic capacity for goo,d
"The film reminds me of a vastly improved Germanic version of My Big Fat Greek Wedding -- with better characters , some genuine quirkines",s
The difference is that I truly enjoyed most of Mostly ,m
Mor,t
A co,l
The screenplay never ,l
The history is fascinating ; the, 
They just d,o
For those in search of something diff,e
A lovely film for the hol,i
"It remains to be seen whether Statham can move beyond the crime-land action genre , but then again , who s",a
A hypnotic cyber hymn and a cruel story ,o
It 's a fairy t,a
"At once subtle and visceral , the film never succumbs to the trap of the maudlin or tearful ,", 
The ,p
"Despite its lavish formalism and intellectual austerity , the film manages to keep you at the edge of your seat wit",h
This rush to profits has created a predictably efficient piece of business notable largely for its overwhelming creepin,e
"Adams , with four scriptwriters , ",t
A completely spooky piece of bu,s
Su,p
The ensemble cast turns in a colle,c
"Not quite as miraculous as its DreamWorks makers would have you believe , but it", 
A properly spo,o
"The lightest , most breezy", 
And the positi,v
"Like Edward Norton in American History X , Ryan Gosling -LRB- Murder By Numbers -RRB- delivers a magnetic perfor",m
This is a very, 
"It has fun with the quirks of family life , but it also trea",t
"Rarely , indeed almost never , is such high-wattage brainpower coupled with pitch-perfect acting and an exquisite , unfakable sense of cinem",a
The leanest ,a
"A dark , quirky ro",a
There are some, 
Igby Goes, 
"Often messy and frustrating , but very pleasing at its best moments , it 's very mu",c
A burs,t
"An energetic , violent movie with a momentum th",a
Las,k
