sentence,label
Cell Phones Double as Credit Cards (PC World) PC World - Motorola will test handsets that include wireless p,a
"Haiti Flood Death Toll Passes   GONAIVES, Haiti (Reuters) - Survivors of devastating  flooding in Haiti wandered mud-clogged streets in sear",c
Open source makes noise Developers forum looks at Linux for ,t
Also: Microsoft chided for ad c,a
Clippers Climb in West Elton Brand scores  points to lift the Clipper,s
Moya #;s magic seals Davi,s
The popula,r
"Samsung plans to invest \$bn in chips by  Samsung Electronics, the worlds second largest chipmaker, said on Monday it would invest Won,bn (\$bn) in new chip production lines by  to generate accumulative s",a
Grand Theft Auto: San, 
"Halo  NEW YORK - In the event you #;ve been hiding in a cave for the past few years, here #;s a newsflash: Videogames are a ",h
"Microsoft, Fujifilm team on digital prints Fujifilm #;s Get The Picture Online service will be available starting this week through Windows XP #;s updated Online Print Wizard, MSN Photos an",d
UPDATE -India call up Bhandari for injured Balaji Indian medium-pacer Amit Bhandari will replace seamer Lakshmipath,y
"Adobe Fixes Multiple Flaws Adobe (Quote, Chart) issued a patch this w",e
The fixes clear up problems in Windows a,n
US spared WTO sanctions -- for now The World Trade Organization on Wednesday held off appro,v
Regulators Clear Oracle's Takeover Bid The decision by the Euro,p
Department of Justice dropped its challenge to the c,o
"US rolls out most expensive jet The US brings into service the first FA- Raptor, a s",t
Brown-Forman #;s earnings j,u
Meyer says he #;s headed for Florida SALT LAKE CITY Urban Meyer confirms he #;s le,a
"Meyer said that at Florida everything is in place to make a run at the whole thing, and that wa",s
Five US soldiers kill,e
"Four US marines were killed in three separate incidents in the restive Al-Anbar province of western Iraq, ",t
Erickson to stay with ers After discus,s
Smith still feels sting Boston College j,u
Smith,","
Cole ban is reduced Andy Cole will be back in action for Fulham at Aston Villa, 
Cole was initially suspended for three matches after being sent off fo,r
Yellow Roadway Raises Profit, 
O target=/stoc,k
"O&lt;/A&gt; on  Tuesday raised its third-quarter earnings outlook, citing a  more discip",l
Israel's Sharon Accuses Far-Right of Inciting War  JERUSALEM (Reuters) - Israeli Prime Minister Ariel Sharon  ac,c
"Mavs Acquire Dampier The Associated Press reports that the Warriors and Mavericks are close to completing a deal that would bring Eduardo Najera and Christian Laettner to Golden State and send Erick Dampier, Evan Eschmeyer and Dan Dick",a
Griest making a run for URI cross-coun,t
Turkey Keeps EU Waiting for Reply on Talks Offer  BRUSSELS (Reuters) - Turkey's Prime Ministe,r
Button in Silverstone plea Jenson Button believes the potential loss of the British Grand Pri,x
The race is facing the axe in  because the Brit,i
Forgotten Remembers to Surprise The Forgotten plays by ,a
By Jas,o
"Unlike Florida, A",l
MW) -- Reinsurers may be left with more of the losses from Hurrica,n
"HP to make \$ billion Itanium commitment Hewlett-Packard may have transferred its last remaining Itanium processor engineers to Intel, but the server maker is standing by the technology to the tun",e
Experts Fear Medicare Won't Work for, 
"Mobile Mappers Stop Short of Ideal Thanks to such free mapping sites as MapQuest and Yahoo Maps, it #;s been a while since road warriors have had to sketch out a route with a yellow highlighter, guessing which shortcuts to ",t
Merger fanfare short-lived with downgrades WASHINGTON-The ,f
"Fund manager eyes Japanese financial stocks Mark Headley, who manages the", 
Job Cuts at -Month High in Sep,t
"Not Normal Routine for Gymnastics The gymnastics competition at the  Olympic Games produced some extraordinary performances, but ultimately was overshadowed ",b
"Google Envy Is Fomenting Search Wars Propelled by Google envy, new players and Internet industry giants are ",r
Microsoft launches desktop rival to Google The battle for search-technolo,g
Personal Tech: HDTV Fast Forward columnist Rob Pegoraro will be online to talk ,a
Who Next? Ukraine's Opposition Leader Fears Murder  KIEV (Reuters) - Ukraine's main opposition leader and  presidential hopeful Viktor Yushchenko on Tuesday warned  politicians their lives could be in danger from a murderous  leader,s
IT's secret sauce Successful IT often requires ,a
Find o,u
"Satellite radio #;s a tough sell: There #;s stuff to buy, fees to pay The news that shock", 
Doan a,n
"India raises petrol pump prices The Indian government increases retail prices of petrol, diesel and cooking gas to ",b
Midway Developing Mature-Rated Football Video Game &lt;p&gt;\&lt;/p&gt;&lt;p&gt; LO,s
Microsoft fixes date for desktop search too,l
This fourth priority #;s main focus has been enterprise direct,o
"US Hails Capture, Killing of Al-Qaeda Suspects By Pak Forces Was",h
Blunkett-bashing t-shirt remans the barricades &lt;strong&gt;Cash'n'Carrion&lt;/strong&gt; NOID restock coincides with, 
Oracle Pushes Users to Patch New exploits could affect customers who never applied patches for kn,o
Hardest Tech-Support Jo,b
Michelle Delio reports from Vic,k
"Money talks, Pedro walks Those", 
"After Gitmo, Back to Terror Detainees wh",o
D-Backs CEO Colangelo re,s
Colangelo was originally set to step, 
"CEO-elect Jeff Moorad, who was", 
S Africa arms fraud trial starts The high-profile fraud and ,c
Ponting wants best West Indies ,t
Ukraine in election law deadlock Ukrainian MP,s
India ; Microsoft to recruit more staff in India India N,e
Trail Blazers Beat Clippers in Home Opener (AP) AP - Theo Ratliff tur,n
Ratliff tied both his career and the franchise mark with nine ,b
Poultry Producer's Stock Fa,l
O target=,/
"O&lt;/A&gt; said on Tuesday its quarterly profit doubled on strong  demand, but warned of lower wholesale prices and higher ",g
Daimler and GM gear up for transmission revolution Carmakers DaimlerChrysler and General Motors are to co-operate on developing a new type of transmission-based, 
Yahoo Acquires E-mail Software Firm its second purchase this year of an e-,m
"Stata Labs #; Bloomba, which has earned high mar",k
Rare Chinese Jewellery Stolen from British Museum Thieves have stolen  rare items, 
"Schilling delivers for Bush; team execs shill for Kerry Curt Schilling wasnt supposed to pitch again this year, but hes endorsing President Bush in automated phone calls ",b
VW's Audi Recalls, 
DE target=/stocks/qu,i
"DE&lt;/A&gt; is recalling  , of its Audi A luxury cars after finding that in cold  w",e
"Harrington Enjoys Welcome Return to Form  COLOGNE, Germany (Reuters) - Padraig Harrington led the way  in the German Masters first round Thursday as Eu",r
"Tennis Masters - Houston USA Though Tim Henman may be considerably more senior than some of his more illustrious opponents at this weeks Tennis Masters Cup, he isnt quite old enough to recall the Apollo programmes famou",s
BT must open up network to rivals Telecoms regulator ,o
UPDATE: Australia #;s Qantas Raises Fuel Surcharge Again SYD,n
AU) said Friday it will increase its passenger fuel surcharge for a second time in two month,s
Public servants sacked for viewing internet porn at work LONDON - The British government has fired  ci,v
"Murdoch #;s remarks on buyouts, clients ",b
"L: Quote, Pr",o
Microsoft Extends SQL Server Intelligence Bookselling giant Barnes and Noble ,o
Our Holiday ,g
"Holiday Guides Sorting out which MP player is best, how to select a gaming consol",e
Enter the ever-popular tech gadget gift b,u
World Oil Prices Hit \$ Barrel Crude oil pri,c
The psychologically significant level was reached in electronic trading after the close of the, 
Routing's rock st,a
Now he's ready to dish on his ex-emp,l
"Indians Rout Yankees - in Epic Defeat (AP) AP - The hits and runs kept coming, spinning ",b
"It wasn't just a rout, it was an epic defeat, ",t
"Cleveland's - victory Tuesday night matched the biggest post- shutout margin in the major leagues, Pittsburgh'",s
Subdivision Blaze 'Was Truly an ,a
Make Internet less of a cyberjungle A -year-old Romanian cheats a California computer equipment distributor ou,t
An Australian teenager causes a release o,f
Peoplesoft turns down Oracle bid T,h
More foreigners flee Ivory Coast Frigh,t
"Dow Jones to buy MarketWatch for \$ million MarketWatch, which owns th",e
"Ravens Wait for Sanders While Deion Sanders's return appears more and more imminent, the major remaining question is when the form",e
Real Madrid wins its first match - in Mallorca, 
Strong earthquake shakes northern Japan A stro,n
Pistons Top Cavaliers - (AP) AP - Richard Hamilton scored  points and the Detroit Pistons held Cleveland to a six-point third quarter and almost held LeBron James scoreless in the second hal,f
Ford sales off again ,i
Boat Trips to Resume in Anthrax-Hit Uganda Park (Reuters) Reuters - Tourist boat rides will resume on\Monday in a Ugandan national park hit by an anthrax outbreak\that has killed about , 
Damaged Wire Delays Trains E,n
"Wholesale Inflation Rises Sharply Wholesale inflation rose last month at the fastest pace in more than  years, largely because of ",s
Federal parties strike deal on overhauling Supreme Court nominations (Canadian Press) Canadian Press - OTTAWA (CP) - The federal parties have struck a deal for a new process to overhaul in the way Supreme Court justices are selecte,d
Iran says it has produced gas for nuclear enrichment TEHRAN -- Iran said yesterday it has processed several tons of raw  quot;yellowcake quot; uranium to prepare it for enrichment -- a key step in developing atomic weapons -- in defiance ,o
Merril,l
"N target=/stocks/quickinfo/fullquote""&",g
N&lt;/A&gt; on Tuesday  said third-quarter prof,i
Split Could Cost Iraqi Shiites Politically (AP) A,p
Klitschkos to go it alone WBC champion Vitali Klitschko a,n
The Ukrainian heavyweights are in a court battle to end their contract with German, 
Marsh CEO sees Spitzer settlement The new boss of US insurance broker M,a
"Cybersecurity post needs a promotion, firms say The US government is not taking cybersecurity serious",l
New species of fearsome amphibian uncovered? PITTSBURGH: A geology student on a field trip stumbled ,a
US volcano spews out more steam America's M,o
Britain agrees to US request for troop redeployment Prime Minister Tony Blair #;s government agreed Thursday to meet a US request and redeploy a battalion of  British troops into volatile cent,r
Edwards Appeals to Women, 
New 'yob' targets to be unveiled Fifty new areas which will get special, 
Dutch filmmaker who cri,t
No apology from Prince Harry PRINCE Harry will not apologise to a paparazzi, 
Mylan shares spike on interest by, 
"N: Quote, Profile, Research) surged more tha",n
"Russians Stop Car Wired With Explosives MOSCOW - Police stopped a man driving a car wired with land mines and explosives in downtown Moscow early Saturday, Russian security offi",c
"The man, detained by Moscow ",p
Worlds in Collision Rocky planets are born from d,u
As dust bunnies cong,r
"These giant rocks collide as they circle their star, eventually growing into large terrestrial planets like the Earth, Mars and Venu",s
Junqueira drive his best yet Bruno Junqueira may not end up winning the  Champ Car World Serie,s
But he might look b,a
Infor,m
Tucker and retired, 
Hechler sued anonymously to stop accountancy KPMG from fingering them to the Internal Revenue Service as users ,o
"The pair lost, but the case stalled disclosure of the",i
Hechler says in ,a
Hong Kong bank crushes more than customer #;s spirits Hong Kong - A Hong Kong bank that t,r
